       0.00000000   0.36150215E-07  -0.14592971E-07
       0.04165649   0.29310460E-07  -0.15603495E-07
       0.08334351   0.22869134E-07  -0.16610297E-07
       0.12500000   0.17431589E-07  -0.18164680E-07
       0.16665649   0.16921534E-07  -0.24136302E-07
       0.20834351   0.16483066E-07  -0.29615205E-07
       0.25000000   0.16111080E-07  -0.34542236E-07
       0.29165649   0.15800921E-07  -0.38858690E-07
       0.33334351   0.15548572E-07  -0.42506496E-07
       0.37500000   0.15350814E-07  -0.45428386E-07
       0.41665649   0.15205353E-07  -0.47568015E-07
       0.45834351   0.15110952E-07  -0.48870096E-07
       0.50000000   0.15067590E-07  -0.49280551E-07
       0.54165649   0.15075662E-07  -0.48767966E-07
       0.58334351   0.15133166E-07  -0.47387445E-07
       0.62500000   0.15238403E-07  -0.45216638E-07
       0.66665649   0.15390658E-07  -0.42334172E-07
       0.70834351   0.15589924E-07  -0.38819390E-07
       0.75000000   0.15836665E-07  -0.34752105E-07
       0.79165649   0.16131564E-07  -0.30212338E-07
       0.83334351   0.16475255E-07  -0.25280073E-07
       0.87500000   0.16868055E-07  -0.20034975E-07
       0.91665649   0.19443670E-07  -0.16690091E-07
       0.95834351   0.24678691E-07  -0.15801364E-07
       1.00000000   0.30054736E-07  -0.14929752E-07
       1.04165649   0.35506233E-07  -0.14089032E-07
       1.08334351   0.40965840E-07  -0.13291209E-07
       1.12500000   0.46364317E-07  -0.12546384E-07
       1.16665649   0.51630494E-07  -0.11862738E-07
       1.20834351   0.56691391E-07  -0.11246639E-07
       1.25000000   0.61472448E-07  -0.10702867E-07
       1.29165649   0.65897844E-07  -0.10234945E-07
       1.33334351   0.69890888E-07  -0.98455359E-08
       1.37500000   0.73374487E-07  -0.95368957E-08
       1.41665649   0.76271625E-07  -0.93113410E-08
       1.45834351   0.78505813E-07  -0.91717354E-08
       1.50000000   0.80001605E-07  -0.91219734E-08
       1.54165649   0.80703991E-07  -0.91648165E-08
       1.58334351   0.80635573E-07  -0.92942942E-08
       1.62500000   0.79839666E-07  -0.95035588E-08
       1.66665649   0.78360912E-07  -0.97870947E-08
       1.70834351   0.76244859E-07  -0.10140299E-07
       1.75000000   0.73537620E-07  -0.10559117E-07
       1.79165649   0.70285523E-07  -0.11039731E-07
       1.83334351   0.66534874E-07  -0.11578294E-07
       1.87500000   0.62331743E-07  -0.12170702E-07
       1.91665649   0.57721728E-07  -0.12812411E-07
       1.95834351   0.52749858E-07  -0.13498288E-07
       2.00000000   0.47460457E-07  -0.14222498E-07
       2.04165649   0.41897071E-07  -0.14978434E-07
       2.08334351   0.36102442E-07  -0.15758681E-07
       2.12500000   0.30118503E-07  -0.16555013E-07
       2.16665649   0.23986399E-07  -0.17358422E-07
       2.20834351   0.18066332E-07  -0.18478948E-07
       2.25000000   0.17257541E-07  -0.24765679E-07
       2.29165649   0.16423693E-07  -0.31032119E-07
       2.33334351   0.15564678E-07  -0.37228006E-07
       2.37500000   0.14680072E-07  -0.43302759E-07
       2.41665649   0.13769251E-07  -0.49205592E-07
       2.45834351   0.12831544E-07  -0.54885685E-07
       2.50000000   0.11866401E-07  -0.60292329E-07
       2.54165649   0.10876031E-07  -0.65381336E-07
       2.58334351   0.98726884E-08  -0.70133652E-07
       2.62500000   0.88708987E-08  -0.74536231E-07
       2.66665649   0.78847640E-08  -0.78575638E-07
       2.70834351   0.69277242E-08  -0.82237754E-07
       2.75000000   0.60122871E-08  -0.85507523E-07
       2.79165649   0.51497224E-08  -0.88368672E-07
       2.83334351   0.43497419E-08  -0.90803354E-07
       2.87500000   0.36201795E-08  -0.92791844E-07
       2.91665649   0.29667118E-08  -0.94312277E-07
       2.95834351   0.23926492E-08  -0.95340397E-07
       3.00000000   0.18988413E-08  -0.95849501E-07
       3.04165649   0.14837216E-08  -0.95810471E-07
       3.08334351   0.11435115E-08  -0.95191979E-07
       3.12500000   0.87258223E-09  -0.93960836E-07
       3.16665649   0.66397121E-09  -0.92082523E-07
       3.20834351   0.51004895E-09  -0.89521862E-07
       3.25000000   0.40336395E-09  -0.86243837E-07
       3.29165649   0.33775330E-09  -0.82214747E-07
       3.33334351   0.30992511E-09  -0.77403733E-07
       3.37500000   0.32194536E-09  -0.71785315E-07
       3.41665649   0.38548825E-09  -0.65343606E-07
       3.45834351   0.52945626E-09  -0.58079955E-07
       3.50000000   0.81339080E-09  -0.50026355E-07
       3.54165649   0.13438577E-08  -0.41284743E-07
       3.58334351   0.22666682E-08  -0.32088042E-07
       3.62500000   0.37181822E-08  -0.22682647E-07
       3.66665649   0.57381544E-08  -0.13218351E-07
       3.70834351   0.11755654E-07  -0.72342656E-08
       3.75000000   0.24259924E-07  -0.73296693E-08
       3.79165649   0.37261302E-07  -0.76249389E-08
       3.83334351   0.50592050E-07  -0.80623748E-08
       3.87500000   0.64103666E-07  -0.86035152E-08
       3.91665649   0.77659841E-07  -0.92220933E-08
       3.95834351   0.91131625E-07  -0.98991837E-08
       4.00000000   0.10439446E-06  -0.10620284E-07
       4.04165649   0.11732653E-06  -0.11373604E-07
       4.08334351   0.12980772E-06  -0.12149070E-07
       4.12500000   0.14171901E-06  -0.12937726E-07
       4.16665649   0.15294221E-06  -0.13731370E-07
       4.20834351   0.16335957E-06  -0.14522336E-07
       4.25000000   0.17285380E-06  -0.15303350E-07
       4.29165649   0.18130790E-06  -0.16067448E-07
       4.33334351   0.18860511E-06  -0.16807935E-07
       4.37500000   0.19462897E-06  -0.17518357E-07
       4.41665649   0.19926323E-06  -0.18192516E-07
       4.45834351   0.20239192E-06  -0.18824482E-07
       4.50000000   0.20389939E-06  -0.19408651E-07
       4.54165649   0.20370950E-06  -0.19941060E-07
       4.58334351   0.20190295E-06  -0.20423116E-07
       4.62500000   0.19859964E-06  -0.20857637E-07
       4.66665649   0.19391962E-06  -0.21247560E-07
       4.70834351   0.18798308E-06  -0.21595914E-07
       4.75000000   0.18091021E-06  -0.21905807E-07
       4.79165649   0.17282132E-06  -0.22180403E-07
       4.83334351   0.16383670E-06  -0.22422910E-07
       4.87500000   0.15407673E-06  -0.22636543E-07
       4.91665649   0.14366171E-06  -0.22824503E-07
       4.95834351   0.13271189E-06  -0.22989923E-07
       5.00000000   0.12134740E-06  -0.23135803E-07
       5.04165649   0.10968814E-06  -0.23264935E-07
       5.08334351   0.97853700E-07  -0.23379778E-07
       5.12500000   0.85963187E-07  -0.23482325E-07
       5.16665649   0.74135045E-07  -0.23573900E-07
       5.20834351   0.62486833E-07  -0.23654941E-07
       5.25000000   0.51134919E-07  -0.23724697E-07
       5.29165649   0.40194173E-07  -0.23780920E-07
       5.33334351   0.29777611E-07  -0.23819505E-07
       5.37500000   0.22970537E-07  -0.26808634E-07
